ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
15705,10383.600000000002,603,10,VeryGood,0.6611652297920076,NEW,125,1,R
15705,10383.600000000002,603,10,VeryGood,0.6611652297920076,PREV,125,1,R
