ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
14457,5722.899999999996,139,70,VeryGood,0.39585667568750976,NEW,125,15,R
14457,5722.899999999996,139,70,VeryGood,0.39585667568750976,PREV,125,15,R
