ExpectedPnL,AchievedPnL,TotalTrades,TPSL_Level,FinalOutcome,FinalQuality,new_or_old,num_bars,timeframe,model_type
34939,15878.799999999992,358,30,VeryGood,0.4544720786099426,NEW,100,60,R
34939,15878.799999999992,358,30,VeryGood,0.4544720786099426,PREV,100,60,R
